QUESTION	ID	COPIED_B	HOB	SCORE	CORRECT?			ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
13	33	1	Gardening	84	1			63	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0
13	32	0	Cricket	49	0			64	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0
13	31	0	Cooking	68	1			65	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0		1	0	0	0	1	0	1	0	1	1	1	0	1
14	70	4	Reading	70	0			66	1	1	0		1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0		0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1		0
14	83	2	Sailing	69	0			67	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1
14	86	1	Going to the Opera	80	0			68	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1
14	87	0	Football	61	1			69	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0		1	1	1	1	1	0	1		0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1
14	88	0	Running	57	0			70	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1
15	68	6	Gym	53	0			71	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0
15	95	3	Gaming	59	1			72	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1		1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1		0	0		1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0
15	94	1	Meditation	68	0			73	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1
15	92	1	Running	49	1			74	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0
15	93	0	Cycling	66	1			75	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1
16	45	6	Painting	76	1			76	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1
16	72	2	Yoga	78	1			77	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0
16	3	2	Walking the dog	73	1			78	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1
16	97	1	Hockey	76	1			79	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
16	30	0	Sewing	52	0			80	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1
17	59	5	Drawing	54	1			81	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1
17	1	3	Horse Riding	68	1			82	1	1	0	1	1		1	1	1	1	1	0	0	1	1	1	1	1		1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1
17	7	1	Writing	60	1			83	0	1	0	0		0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0		1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1
17	22	1	Cricket	48	0			84	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1
17	23	0	Cooking	80	1			85	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0
18	70	4	Reading	70	1			86	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1
18	66	1	Skateboarding	64	1			87	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1		0	1	1	0	1	0	0	1	0	0	1	0	1		1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1
18	82	1	Jigsaws	71	1			88	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0
18	11	0	Gym	47	1			89	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0
18	12	0	Singing	58	1			90	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1
19	59	5	Collecting Ornaments	54	0			91	0	0	0		1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0		1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1
19	18	2	Swimming	63	0			92	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0
19	20	2	Cycling	82	1			93	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0		0	0	1	0	0	1	0	0	1
19	24	1	Netball	67	1			94	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1
19	6	0	Running	48	0			95	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1		0	1	0	1
20	70	4	Cooking	70	1			96	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1		0	1	0	0	0	0	1
20	28	2	Art	66	1			97	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1
20	40	1	Table Tennis	65	1			98	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0
20	41	1	Hiking	67	1			99	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0		0	0	1
20	8	0	Dancing	62	1			100	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1
21	68	6	Skating	53	1			101	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0
21	72	2	Yoga	78	1			102	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1
21	82	1	Jigsaws	71	0			103	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1		1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1
21	81	0	Cycling	70	1																																																																																																							
21	80	0	Gym	44	0																																																																																																							
22	59	5	Drawing	54	1																																																																																																							
22	54	3	Cooking	60	0																																																																																																							
22	63	1	Zumba	55	0																																																																																																							
22	60	0	Fishing	50	1																																																																																																							
22	61	0	Cycling	66	1																																																																																																							
23	45	6	Painting	76	1																																																																																																							
23	29	3	Tennis	52	0																																																																																																							
23	33	1	Gardening	84	1																																																																																																							
23	32	0	Cricket	49	0																																																																																																							
23	31	0	Cooking	68	1																																																																																																							
24	70	4	Reading	70	1																																																																																																							
24	83	2	Sailing	69	1																																																																																																							
24	86	1	Going to the Opera	80	1																																																																																																							
24	87	0	Football	61	1																																																																																																							
24	88	0	Running	57	1																																																																																																							
25	68	6	Gym	53	1																																																																																																							
25	95	3	Gaming	59	1																																																																																																							
25	94	1	Meditation	68	0																																																																																																							
25	92	1	Running	49	0																																																																																																							
25	93	0	Cycling	66	0																																																																																																							
26	45	6	Painting	76	1																																																																																																							
26	72	2	Yoga	78	1																																																																																																							
26	3	2	Walking the dog	73	0																																																																																																							
26	97	1	Hockey	76	1																																																																																																							
26	30	0	Sewing	52	0																																																																																																							
27	59	5	Drawing	54	1																																																																																																							
27	1	3	Horse Riding	68	1																																																																																																							
27	7	1	Writing	60	1																																																																																																							
27	22	1	Cricket	48	0																																																																																																							
27	23	0	Cooking	80	1																																																																																																							
28	70	4	Reading	70	1																																																																																																							
28	66	1	Skateboarding	64	0																																																																																																							
28	82	1	Jigsaws	71	1																																																																																																							
28	11	0	Gym	47	1																																																																																																							
28	12	0	Singing	58	0																																																																																																							
29	59	5	Collecting Ornaments	54	0																																																																																																							
29	18	2	Swimming	63	0																																																																																																							
29	20	2	Cycling	82	1																																																																																																							
29	24	1	Netball	67	1																																																																																																							
29	6	0	Running	48	0																																																																																																							
30	70	4	Cooking	70	1																																																																																																							
30	28	2	Art	66	0																																																																																																							
30	40	1	Table Tennis	65	1																																																																																																							
30	41	1	Hiking	67	1																																																																																																							
30	8	0	Dancing	62	1																																																																																																							
31	68	6	Skating	53	1																																																																																																							
31	72	2	Yoga	78	1																																																																																																							
31	82	1	Jigsaws	71	1																																																																																																							
31	81	0	Cycling	70	1																																																																																																							
31	80	0	Gym	44	1																																																																																																							
32	59	5	Drawing	54	0																																																																																																							
32	54	3	Cooking	60	0																																																																																																							
32	63	1	Zumba	55	0																																																																																																							
32	60	0	Fishing	50	1																																																																																																							
32	61	0	Cycling	66	0																																																																																																							
33	45	6	Painting	76	0																																																																																																							
33	29	3	Tennis	52	1																																																																																																							
33	33	1	Gardening	84	1																																																																																																							
33	32	0	Cricket	49	0																																																																																																							
33	31	0	Cooking	68	0																																																																																																							
34	70	4	Reading	70	1																																																																																																							
34	83	2	Sailing	69	1																																																																																																							
34	86	1	Going to the Opera	80	1																																																																																																							
34	87	0	Football	61	1																																																																																																							
34	88	0	Running	57	0																																																																																																							
35	68	6	Gym	53	0																																																																																																							
35	95	3	Gaming	59	0																																																																																																							
35	94	1	Meditation	68	1																																																																																																							
35	92	1	Running	49	0																																																																																																							
35	93	0	Cycling	66	1																																																																																																							
36	45	6	Painting	76	1																																																																																																							
36	72	2	Yoga	78	1																																																																																																							
36	3	2	Walking the dog	73	1																																																																																																							
36	97	1	Hockey	76	1																																																																																																							
36	30	0	Sewing	52	1																																																																																																							
37	59	5	Drawing	54	0																																																																																																							
37	1	3	Horse Riding	68	0																																																																																																							
37	7	1	Writing	60	0																																																																																																							
37	22	1	Cricket	48	1																																																																																																							
37	23	0	Cooking	80	1																																																																																																							
38	70	4	Reading	70	1																																																																																																							
38	66	1	Skateboarding	64	1																																																																																																							
38	82	1	Jigsaws	71	0																																																																																																							
38	11	0	Gym	47	1																																																																																																							
38	12	0	Singing	58	1																																																																																																							
39	59	5	Collecting Ornaments	54	1																																																																																																							
39	18	2	Swimming	63	1																																																																																																							
39	20	2	Cycling	82	1																																																																																																							
39	24	1	Netball	67	1																																																																																																							
39	6	0	Running	48	1																																																																																																							
40	70	4	Cooking	70	0																																																																																																							
40	28	2	Art	66	1																																																																																																							
40	40	1	Table Tennis	65	1																																																																																																							
40	41	1	Hiking	67	0																																																																																																							
40	8	0	Dancing	62	0																																																																																																							
41	68	6	Skating	53	0																																																																																																							
41	72	2	Yoga	78	1																																																																																																							
41	82	1	Jigsaws	71	1																																																																																																							
41	81	0	Cycling	70	0																																																																																																							
41	80	0	Gym	44	1																																																																																																							
42	59	5	Drawing	54	0																																																																																																							
42	54	3	Cooking	60	0																																																																																																							
42	63	1	Zumba	55	1																																																																																																							
42	60	0	Fishing	50	1																																																																																																							
42	61	0	Cycling	66	1																																																																																																							
43	45	6	Painting	76	1																																																																																																							
43	29	3	Tennis	52	0																																																																																																							
43	33	1	Gardening	84	1																																																																																																							
43	32	0	Cricket	49	1																																																																																																							
43	31	0	Cooking	68	1																																																																																																							
44	70	4	Reading	70	1																																																																																																							
44	83	2	Sailing	69	1																																																																																																							
44	86	1	Going to the Opera	80	1																																																																																																							
44	87	0	Football	61	1																																																																																																							
44	88	0	Running	57	0																																																																																																							
45	68	6	Gym	53	0																																																																																																							
45	95	3	Gaming	59	0																																																																																																							
45	94	1	Meditation	68	1																																																																																																							
45	92	1	Running	49	0																																																																																																							
45	93	0	Cycling	66	0																																																																																																							
46	45	6	Painting	76	1																																																																																																							
46	72	2	Yoga	78	0																																																																																																							
46	3	2	Walking the dog	73	1																																																																																																							
46	97	1	Hockey	76	1																																																																																																							
46	30	0	Sewing	52	0																																																																																																							
47	59	5	Drawing	54	0																																																																																																							
47	1	3	Horse Riding	68	1																																																																																																							
47	7	1	Writing	60	0																																																																																																							
47	22	1	Cricket	48	0																																																																																																							
47	23	0	Cooking	80	1																																																																																																							
48	70	4	Reading	70	1																																																																																																							
48	66	1	Skateboarding	64	1																																																																																																							
48	82	1	Jigsaws	71	1																																																																																																							
48	11	0	Gym	47	1																																																																																																							
48	12	0	Singing	58	0																																																																																																							
49	59	5	Collecting Ornaments	54	1																																																																																																							
49	18	2	Swimming	63	1																																																																																																							
49	20	2	Cycling	82	1																																																																																																							
49	24	1	Netball	67	1																																																																																																							
49	6	0	Running	48	1																																																																																																							
50	70	4	Cooking	70	1																																																																																																							
50	28	2	Art	66	1																																																																																																							
50	40	1	Table Tennis	65	1																																																																																																							
50	41	1	Hiking	67	1																																																																																																							
50	8	0	Dancing	62	1																																																																																																							
51	68	6	Skating	53	0																																																																																																							
51	72	2	Yoga	78	1																																																																																																							
51	82	1	Jigsaws	71	0																																																																																																							
51	81	0	Cycling	70	0																																																																																																							
51	80	0	Gym	44	0																																																																																																							
52	59	5	Drawing	54	1																																																																																																							
52	54	3	Cooking	60	0																																																																																																							
52	63	1	Zumba	55	1																																																																																																							
52	60	0	Fishing	50	0																																																																																																							
52	61	0	Cycling	66	1																																																																																																							
53	45	6	Painting	76	0																																																																																																							
53	29	3	Tennis	52	1																																																																																																							
53	33	1	Gardening	84	0																																																																																																							
53	32	0	Cricket	49	0																																																																																																							
53	31	0	Cooking	68	0																																																																																																							
54	70	4	Reading	70	0																																																																																																							
54	83	2	Sailing	69	1																																																																																																							
54	86	1	Going to the Opera	80	1																																																																																																							
54	87	0	Football	61	0																																																																																																							
54	88	0	Running	57	1																																																																																																							
55	68	6	Gym	53	0																																																																																																							
55	95	3	Gaming	59	0																																																																																																							
55	94	1	Meditation	68	1																																																																																																							
55	92	1	Running	49	1																																																																																																							
55	93	0	Cycling	66	1																																																																																																							
56	45	6	Painting	76	0																																																																																																							
56	72	2	Yoga	78	1																																																																																																							
56	3	2	Walking the dog	73	1																																																																																																							
56	97	1	Hockey	76	0																																																																																																							
56	30	0	Sewing	52	0																																																																																																							
57	59	5	Drawing	54	0																																																																																																							
57	1	3	Horse Riding	68	1																																																																																																							
57	7	1	Writing	60	1																																																																																																							
57	22	1	Cricket	48	0																																																																																																							
57	23	0	Cooking	80	1																																																																																																							
58	70	4	Reading	70	1																																																																																																							
58	66	1	Skateboarding	64	0																																																																																																							
58	82	1	Jigsaws	71	0																																																																																																							
58	11	0	Gym	47	0																																																																																																							
58	12	0	Singing	58	1																																																																																																							
59	59	5	Collecting Ornaments	54	1																																																																																																							
59	18	2	Swimming	63	1																																																																																																							
59	20	2	Cycling	82	1																																																																																																							
59	24	1	Netball	67	1																																																																																																							
59	6	0	Running	48	0																																																																																																							
60	70	4	Cooking	70	1																																																																																																							
60	28	2	Art	66	1																																																																																																							
60	40	1	Table Tennis	65	1																																																																																																							
60	41	1	Hiking	67	1																																																																																																							
60	8	0	Dancing	62	1																																																																																																							
61	68	6	Skating	53	0																																																																																																							
61	72	2	Yoga	78	1																																																																																																							
61	82	1	Jigsaws	71	1																																																																																																							
61	81	0	Cycling	70	1																																																																																																							
61	80	0	Gym	44	1																																																																																																							
62	59	5	Drawing	54	1																																																																																																							
62	54	3	Cooking	60	1																																																																																																							
62	63	1	Zumba	55	0																																																																																																							
62	60	0	Fishing	50	1																																																																																																							
62	61	0	Cycling	66	0																																																																																																							
63	45	6	Painting	76	0																																																																																																							
63	29	3	Tennis	52	0																																																																																																							
63	33	1	Gardening	84	1																																																																																																							
63	32	0	Cricket	49	0																																																																																																							
63	31	0	Cooking	68	1																																																																																																							
64	70	4	Reading	70	0																																																																																																							
64	83	2	Sailing	69	0																																																																																																							
64	86	1	Going to the Opera	80	1																																																																																																							
64	87	0	Football	61	0																																																																																																							
64	88	0	Running	57	1																																																																																																							
65	68	6	Gym	53	1																																																																																																							
65	95	3	Gaming	59	0																																																																																																							
65	94	1	Meditation	68	1																																																																																																							
65	92	1	Running	49	0																																																																																																							
65	93	0	Cycling	66	0																																																																																																							
66	45	6	Painting	76	1																																																																																																							
